incident_id,date,address,lat,lon,killed,incident_time
2021387,2021-06-01,2475 Central Ave,26.6320284,-81.8640404,1,12:34 AM
2021503,2021-06-01,N/A,29.6947,-91.219,1,2:30 AM
2021526,2021-06-01,Abundance St and St Roch Ave,29.9891,-90.05363439999999,1,6:08 AM
2021558,2021-06-01,1900 block of Woodbridge St,42.3350654,-83.02699059999999,1,1:25 AM
2021563,2021-06-01,2900 block of Jonah Dr,32.7298951,-97.4849467,3,12:14 AM
2021586,2021-06-01,8710 Sierra Hwy,34.5192483,-118.2859972,2,10:55 AM
2021599,2021-06-01,9102 S Wentworth Ave,41.7287661,-87.6290567,1,12:46 PM
2021633,2021-06-01,Van Ness Ave and Woodward Ave,36.7226359,-119.7790283,1,5:30 AM
2021643,2021-06-01,1210 Murfreesboro Pike,36.1219803,-86.7024483,1,12:10 AM
2021674,2021-06-01,3400 block of Fort Ave,37.3930038,-79.16930150000002,1,12:01 AM
2021692,2021-06-01,542 Pheasant Run Dr,33.5382003,-82.1324953,2,8:00 AM
2021747,2021-06-01,Bismark Dr,32.4702177,-84.9080555,1,12:00 AM
2021798,2021-06-01,2905 Church St,33.8614423,-79.0931031,1,2:30 AM
2021803,2021-06-01,SC-576 and SC-41 ALT,34.1458285,-79.3843073,1,4:00 AM
2021886,2021-06-01,1100 Vermont Ave,35.9810155,-83.9455442,1,1:40 PM
2021894,2021-06-01,800 block of Ridgepoint Dr,38.95086149999999,-84.51401349999999,1,7:30 AM
2021898,2021-06-01,100 block of Hosick Ave,37.15758599999999,-87.6882559,1,1:19 AM
2021918,2021-06-01,Smiley Wyrick Rd and Friendship Church Rd,36.179836,-79.6468199,1,N/A
2021977,2021-06-01,4600 block of S Prairie Ave,41.8109606,-87.6200958,1,5:55 PM
2021996,2021-06-01,62 Harwell Rd NW,33.75448100000001,-84.493855,1,6:00 PM
2022052,2021-06-01,N 22nd St and University St,38.6527851,-90.2049238,1,2:50 PM
2022054,2021-06-01,304 University Ave,40.7373953,-74.17599260000001,1,12:20 AM
2022096,2021-06-01,2905 Fern Valley Rd,38.1575669,-85.7099009,1,9:00 PM
2022191,2021-06-01,5100 block of Springfield Ave,39.9431714,-75.2201384,1,12:30 AM
2022193,2021-06-01,Euclid St and Catalpa Dr,33.8441202,-117.9416359,1,7:40 PM
2022195,2021-06-01,7200 block of Elmwood Ave,39.9149126,-75.2403288,1,12:45 AM
2022227,2021-06-01,3267 W 38th St,41.46512,-81.70992670000001,1,3:30 AM
2022304,2021-06-01,501 35th St S,33.415063,-86.9292262,1,3:00 PM
2022311,2021-06-01,1200 block of Chelton Ave,40.0497237,-75.1387146,1,10:00 PM
2022323,2021-06-01,7700 block of Mount Carmel Rd,40.4656437,-79.87638729999999,1,10:39 AM
2022328,2021-06-01,100 block of W 14th Ave,40.4025384,-79.9075786,1,12:00 AM
2022345,2021-06-01,Winchester St and Highland Terr,32.3597486,-90.1354887,1,3:00 AM
2022387,2021-06-01,3707 Mt Ranier St,32.7476394,-96.8795849,1,7:13 PM
2022512,2021-06-01,2151 SE Loop 820,32.6703731,-97.3034222,1,7:00 PM
2022594,2021-06-01,1800 block of W Maypole Ave,41.884441,-87.672157,1,7:00 PM
2022609,2021-06-01,4414 Medgar Evers Blvd,32.33782060000001,-90.210756,1,11:00 PM
2022652,2021-06-01,4180 47th St,27.3740105,-82.4854919,1,11:00 PM
2022681,2021-06-01,4400 block of MacArthur Blvd,29.9246132,-90.01039569999999,1,11:35 PM
2022689,2021-06-01,2500 block of Avalon Pl,38.9733736,-76.9686942,1,10:15 PM
2022704,2021-06-01,500 block of Richwood Ave,39.3469257,-76.6094659,1,10:50 PM
2022750,2021-06-01,2000 block of Woodland Ave,33.6702461,-85.8159165,1,N/A
2022759,2021-06-01,2000 block of Ave P,33.5095812,-86.8889465,1,7:00 PM
2022798,2021-06-01,100 block of Pauline Ave,31.0663208,-83.1966594,1,6:45 PM
2022838,2021-06-01,I-285 and Riverdale Rd,33.6197649,-84.4524127,2,9:30 PM
2022855,2021-06-01,600 block of Lancaster Blvd,34.6980315,-118.1395115,1,2:05 PM
2022874,2021-06-01,Legacy Ln and W Ave O,34.6163693,-118.1371733,1,5:55 PM
2023011,2021-06-01,100 block of Harmon Hill Ct,33.9918211,-80.7952323,1,11:09 PM
2023032,2021-06-01,Elrod Rd and Martin Luther King Jr Dr,34.6892,-79.3037,1,11:15 PM
2023088,2021-06-01,W Okmulgee Ave and N 44th St,35.754964,-95.4161114,1,9:30 PM
2023773,2021-06-01,3600 block of Carson Ave,39.713915,-86.12646,1,N/A
2024090,2021-06-01,I-65 and W Trinity Ln,36.2060371,-86.7690806,1,3:19 PM
2024194,2021-06-01,Rock Hill Rd,31.423204,-89.5547959,1,N/A
2024280,2021-06-01,Fairfax Ave and 35th St S,33.4145883,-86.9290106,1,3:00 PM
2024336,2021-06-01,US-165 Bus,31.333,-92.429,1,4:00 PM
2025683,2021-06-01,1400 block of 12th Ave N,45.5750542,-94.1771126,1,N/A
2038020,2021-06-01,3800 block of Lakeshore Dr,32.492683,-93.799764,1,N/A
2039438,2021-06-01,490 NW 165th St,25.9233912,-80.20738709999999,1,N/A
2042174,2021-06-01,5400 block of Dennis Ave,32.7525362,-97.4021242,1,4:00 AM
2397526,2021-06-01,Golden Gate Dr,32.4265905,-86.2943122,1,6:20 PM
2022583,2021-06-02,1500 block of Meadow Ct,42.2519543,-89.0907967,1,1:20 AM
2022602,2021-06-02,3300 S Orange Blossom Trl,28.5087667,-81.39776049999999,1,6:30 AM
2022738,2021-06-02,60 State Farm Pkwy,33.4554648,-86.8208811,1,5:00 AM
2022775,2021-06-02,3200 block of S Keystone Ave,39.7138694,-86.1225678,1,4:30 AM
2022809,2021-06-02,11000 Eight Mile Rd,42.4465522,-83.16994470000002,1,7:00 AM
2022819,2021-06-02,171 Auburn Ave NE,33.755421,-84.38158589999999,1,5:00 AM
2022862,2021-06-02,970 US-96 S,30.4075751,-94.0107118,1,12:30 AM
2022919,2021-06-02,57-04 108th St,40.7399445,-73.85344599999999,1,5:00 PM
2022923,2021-06-02,1901 Dickerson Pike,36.2045571,-86.7686408,1,3:47 PM
2022942,2021-06-02,4500 block of Martinson Ln,37.2564471,-77.2686758,1,N/A
2022955,2021-06-02,67 David St,41.61452999999999,-70.912943,1,3:12 PM
2022962,2021-06-02,100 block of 11th Ave,32.4597261,-85.008887,1,N/A
2022988,2021-06-02,Garland Dr and W 81st Pl,39.8446116,-105.1016039,1,9:00 AM
2023015,2021-06-02,400 block of W Cheves St,34.1950748,-79.7728209,1,N/A
2023051,2021-06-02,100 block of Lynae Point,34.4955458,-93.18424,1,12:46 PM
2023074,2021-06-02,7748 S Damen Ave,41.75243,-87.6734659,1,7:34 PM
2023082,2021-06-02,6348 S Rhodes Ave,41.7788808,-87.61226280000001,1,5:07 PM
2023091,2021-06-02,117 S Hargon St,32.6119133,-90.01604979999999,1,11:00 AM
2023152,2021-06-02,I-90/94 and W 33rd St,41.8348053,-87.6289553,1,7:40 PM
2023173,2021-06-02,6300 block of Milton Dr,35.0207462,-78.98719240000001,2,8:00 PM
2023181,2021-06-02,1700 block of W 48th St,41.80701699999999,-87.66754800000001,1,6:12 PM
2023342,2021-06-02,165 E 1780 N,40.3299371,-111.680233,1,6:53 PM
2023586,2021-06-02,3600 block of Vine St,39.1484678,-84.51179359999999,1,9:16 PM
2023722,2021-06-02,1040 US-180,32.7835149,-108.2648534,1,2:21 PM
2023948,2021-06-02,1903 Union Ave,42.0833792,-86.4399227,1,11:30 PM
2024162,2021-06-02,6100 block of Quail Valley Court,33.9417351,-117.2957592,1,6:20 AM
2024273,2021-06-02,400 block of Cedar Bluff Rd,32.4371573,-87.5147657,1,1:50 AM
2024766,2021-06-02,2300 block of N Idaho St,40.7158435,-89.6399137,2,N/A
2028620,2021-06-02,10th St and Cherry Ave,33.7789751,-118.1676648,1,11:30 PM
2029295,2021-06-02,Long Branch Rd,33.1860441,-89.8546017,1,12:00 PM
2030594,2021-06-02,300 block of Cedar Ave,39.72234479999999,-75.62109749999999,1,4:00 PM
2039004,2021-06-02,Clancy St,35.1032402,-90.032497,1,N/A
2023655,2021-06-03,230 Lockhart Rd,34.8191828,-86.7714448,1,N/A
2023708,2021-06-03,S Vine St,36.8678725,-87.4797922,1,12:05 AM
2023719,2021-06-03,Flat Shoals Rd and El Caudillo Ct,33.5796906,-84.49560679999999,1,3:00 AM
2023813,2021-06-03,W 165th St and Woodycrest Ave,40.8339303,-73.92700959999999,1,6:00 AM
2023830,2021-06-03,1900 block of 20th St,39.3131456,-76.59177110000002,1,4:25 AM
2023989,2021-06-03,616 N 35th St,42.2949415,-85.42719989999999,2,6:30 AM
2024066,2021-06-03,5316 Millenia Blvd,28.4737258,-81.4406025,1,N/A
2024214,2021-06-03,2827 Verona Mudlick Rd,38.8308746,-84.68450109999999,1,8:36 AM
2024343,2021-06-03,220 Edgewood Terrace Dr,32.3649674,-90.1529548,1,3:30 PM
2024352,2021-06-03,600 block of Banner Elk Dr,35.0556821,-79.0076021,1,1:34 PM
2024395,2021-06-03,SW 120th St and 5th Ave SW,47.4957089,-122.3403211,1,2:30 PM
2024969,2021-06-03,3300 block of Fall Hill Ave,38.3157989,-77.4933575,1,2:48 PM
2023525,2021-06-03,8975 E Washington St,39.7733735,-86.0100047,1,5:25 AM
2023547,2021-06-03,6224 S Figueroa St,33.98266940000001,-118.2823306,1,2:50 AM
2023593,2021-06-03,1600 block of N Marque Ann Dr,30.4677113,-91.0426331,1,10:00 AM
2023599,2021-06-03,122 E Main St,39.9567064,-82.9960574,1,1:41 AM
2023615,2021-06-03,100 block of Houma Blvd,29.975439,-90.1746048,1,4:00 AM
2023669,2021-06-03,2929 N MacArthur Dr,37.7585014,-121.4165036,2,2:47 AM
2023699,2021-06-03,2200 block of Perry Blvd,33.8025549,-84.4579483,1,8:10 AM
2023781,2021-06-03,1400 block of W Lake St,44.9486721,-93.2972008,1,2:00 PM
2023809,2021-06-03,666 Broadway,40.7020414,-73.9446524,1,1:30 PM
2024009,2021-06-03,4861 Packard Rd,43.0979834,-79.0017458,1,8:00 AM
2024081,2021-06-03,500 block of Dauphine St,29.9577638,-90.0676969,1,7:00 PM
2024144,2021-06-03,N San Pedro St and W Hedding Ave,37.3521918,-121.9056565,1,1:50 PM
2024227,2021-06-03,Pinkney St and N 29th St,41.2905219,-95.9554199,2,8:00 PM
2024246,2021-06-03,2800 block of Marshall Ave,39.1318365,-84.5302135,1,1:16 PM
2024292,2021-06-03,300 block of Kirk Ave,40.390032,-79.9767828,1,5:35 PM
2024327,2021-06-03,1600 block of LA-481,31.9486809,-93.7801563,1,3:30 PM
2024339,2021-06-03,5900 block of Baseline Rd,34.6693513,-92.3424843,1,N/A
2024399,2021-06-03,2500 block of NE Stephens St,43.2407383,-123.3528519,1,7:00 PM
2024410,2021-06-03,6700 block of S Cottage Grove Ave,41.7728458,-87.6060442,1,8:50 PM
2024439,2021-06-03,1345 W Camelback Rd,33.5091942,-112.0908004,1,4:52 PM
2024466,2021-06-03,700 block of Glen Lily Rd,36.9961584,-86.4707856,1,10:00 PM
2024523,2021-06-03,2200 block of Hendricks St,41.5787152,-87.38058819999999,1,3:00 PM
2024542,2021-06-03,9200 block of Olympic Blvd,34.0050337,-118.0799837,1,9:50 PM
2024624,2021-06-03,Kelsey St and Gertrude Ave,37.954059,-122.3642209,1,1:40 PM
2024808,2021-06-03,7607 W Hampton Ave,43.1046995,-88.0074034,1,10:45 PM
2025681,2021-06-03,4300 block of Cooper Ave S,45.4980298,-94.1784596,1,9:30 AM
2025709,2021-06-03,8th Rd,35.013525,-90.0784673,1,11:00 PM
2027338,2021-06-03,1700 block of Stewart St,32.6273345,-96.9560381,1,12:56 PM
2033647,2021-06-03,100 block of N Pearl St,39.4316583,-75.2315852,1,10:15 PM
2024405,2021-06-04,400 block of N Oakley Blvd,41.888675,-87.6846643,1,2:00 AM
2024468,2021-06-04,N 43rd Ave and W Indian School Rd,33.4949541,-112.1517066,1,1:00 AM
2024521,2021-06-04,2400 block of N Reese St,39.98781650000001,-75.1417228,1,10:00 AM
2024608,2021-06-04,Commercial St and McCusker Dr,42.2214382,-70.9825505,1,2:15 PM
2024612,2021-06-04,1500 George Wedgworth Way,26.7049693,-80.65092179999999,1,11:00 AM
2024727,2021-06-04,7800 block of N Sam Houston Pkwy E,29.9367604,-95.2722394,1,12:40 AM
2024734,2021-06-04,9601 W Montgomery Rd,29.8836164,-95.4528381,1,1:40 AM
2024816,2021-06-04,729 S 21st St,43.023492,-87.9397417,1,3:20 AM
2024841,2021-06-04,1500 E Brambleton Ave,36.8474101,-76.2706728,1,12:35 PM
2024876,2021-06-04,4300 block of Old Park Blvd,38.1910341,-85.7548011,1,3:45 AM
2024957,2021-06-04,1472 E Shelby Dr,35.0213275,-90.01472729999999,1,2:00 AM
2024977,2021-06-04,142 Weld St,43.16166519999999,-77.5937907,1,1:30 PM
2025077,2021-06-04,4100 block of W Broadway,38.2498761,-85.8194285,1,5:45 PM
2025111,2021-06-04,5668 The Whittier Greenway Trail,33.9988039,-118.0659856,1,12:00 PM
2025127,2021-06-04,3800 block of Olive St,39.7692728,-104.9066407,1,5:30 PM
2025175,2021-06-04,4300 block of E Santa Barbara Dr,38.9345115,-92.2735149,1,1:00 AM
2025180,2021-06-04,28000 block of Withams Rd,37.9396578,-75.5973181,1,6:12 AM
2025194,2021-06-04,314 11th Ave S,36.1530965,-86.78357810000001,1,9:00 PM
2025219,2021-06-04,790 Canonby Pl,39.94363389999999,-83.0218202,1,3:51 AM
2025224,2021-06-04,5500 block of Market St,39.9604449,-75.2310875,1,8:20 PM
2025235,2021-06-04,1000 block of W Cumberland St,39.9898441,-75.1484285,1,6:20 PM
2025245,2021-06-04,4601 E Lake Blvd,33.5602221,-86.7670112,1,5:10 AM
2025297,2021-06-04,1400 block of Stardale Ln,32.7363417,-96.7035128,1,10:00 PM
2025300,2021-06-04,Hudson Ave and Durnan St,43.1820499,-77.5992639,1,9:30 PM
2025308,2021-06-04,5200 block of W LeMoyne Ave,41.9078253,-87.7561704,1,7:25 PM
2025326,2021-06-04,5600 block of S Marshfield Ave,41.7920182,-87.6661103,1,9:20 PM
2025329,2021-06-04,1300 block of W Roosevelt Rd,41.86699369999999,-87.65913069999999,1,10:00 PM
2025340,2021-06-04,1027 Vantura Dr,46.2851333,-96.6137031,2,2:30 AM
2025358,2021-06-04,400 S Sarnoff Dr,32.2156558,-110.8150822,1,8:15 PM
2025410,2021-06-04,2000 block of 14th St,32.4734226,-85.0392815,1,11:00 PM
2025416,2021-06-04,2400 block of 4th Ave S,47.5819407,-122.3290755,1,11:30 PM
2025463,2021-06-04,200 block of Nelson Ave,29.4101091,-98.4633359,1,11:11 PM
2025500,2021-06-04,4545 S Atherton Dr,40.6719727,-111.9225082,1,11:33 PM
2025541,2021-06-04,3400 block of Clifton Ave,39.3110177,-76.67420829999999,1,8:48 PM
2025555,2021-06-04,5200 block of St Charles St,39.3444107,-76.68297410000001,1,9:14 PM
2025589,2021-06-04,1900 block of 7th St NW,38.9158494,-77.02230500000002,1,9:45 PM
2025622,2021-06-04,1400 block of  Belfield Ave,40.023026,-75.1483676,1,11:30 PM
2025718,2021-06-04,2000 block of Duncan Ave,35.0342941,-85.27364170000001,1,8:00 PM
2025727,2021-06-04,Long Beach Blvd W and W Barclay St,33.8672368,-118.200872,1,6:57 PM
2025809,2021-06-04,100 block of Sedan Crabtree Rd,38.8938402,-83.1030392,1,7:45 PM
2025821,2021-06-04,4100 The Woods Dr,37.2766441,-121.8349618,1,7:30 PM
2025842,2021-06-04,4949 Snyder Ln,38.356004,-122.688209,1,3:00 PM
2025891,2021-06-04,1675 E. Sherman Blvd,43.2038999,-86.2027691,1,11:10 PM
2026025,2021-06-04,9371 Mansfield Rd,32.3957128,-93.8079588,1,4:15 PM
2026426,2021-06-04,W Main St and N Rome Ave,27.9571032,-82.4767095,1,N/A
2027307,2021-06-04,3100 block of Brouse Ave,39.8130754,-86.12396059999999,1,5:10 PM
2027529,2021-06-04,1600 block of Standing Stone Hwy,36.3440111,-85.4235697,1,7:00 PM
2027584,2021-06-04,50 block of Akin Cir,39.3478591,-76.38550769999999,1,5:00 AM
2032080,2021-06-04,1341 North Pkwy,35.6510405,-88.8114544,1,8:20 PM
2035214,2021-06-04,W 42nd Pl and Sackett Ave,41.4633929,-81.71384479999999,1,1:00 PM
2048739,2021-06-04,Old 24 Hwy and Starnes Rd,31.228453,-90.4420374,1,N/A
2112731,2021-06-04,8008 Elam Rd,32.718638,-96.684344,1,N/A
2025260,2021-06-05,7500 N Shadeland Ave,39.8906985,-86.04610199999999,2,2:00 AM
2025319,2021-06-05,1300 block of N Mayfield Ave,41.903976,-87.7733748,1,1:30 AM
2025387,2021-06-05,1900 block of SE Ochoco St,45.45824169999999,-122.6442342,1,2:00 AM
2025403,2021-06-05,700 DeGroat St,33.0436291,-85.0169813,1,2:42 AM
2025502,2021-06-05,2614 S Horner Blvd,35.4571508,-79.14457879999999,1,12:00 AM
2025573,2021-06-05,2200 block of N 2nd St,45.0014925,-93.280216,1,1:37 AM
2025575,2021-06-05,5300 block of Hamilton St,38.9521958,-76.9232526,2,8:40 AM
2025578,2021-06-05,E Lake St and Hiawatha Ave,44.9483058,-93.2380244,1,1:48 AM
2025594,2021-06-05,S 5th St and Hennepin Ave,44.9795983,-93.2725742,1,2:00 AM
2025619,2021-06-05,2500 block of Smart St,30.0780415,-94.1238277,1,4:32 AM
2025624,2021-06-05,6 Greenway Plaza,29.7327657,-95.4318235,1,4:45 AM
2025628,2021-06-05,5000 block of Beech Pl,38.819645,-76.937473,1,2:40 AM
2025651,2021-06-05,3526 N 11th St,43.0823293,-87.92458719999999,1,12:55 AM
2025702,2021-06-05,3088 Lamar Ave,35.0841276,-89.9596485,2,3:17 AM
2025706,2021-06-05,3600 block of Watkins St,35.2239012,-90.0028522,1,12:00 AM
2025720,2021-06-05,W Prosperity Ave and N West St,36.2256741,-119.3667205,1,2:00 AM
2025734,2021-06-05,23400 block of S Avalon Blvd,33.8127082,-118.2628791,1,7:30 AM
2025745,2021-06-05,10200 block of Sulphur Springs Rd,34.1716214,-92.1501207,1,7:45 AM
2025829,2021-06-05,255 W Lafayette Ave,43.0189287,-76.1476383,1,4:30 AM
2025857,2021-06-05,110 12th St NE,43.6675315,-92.9568774,1,1:10 AM
2025887,2021-06-05,342 Beach 45th St,40.594939,-73.7763184,1,9:45 PM
2025939,2021-06-05,6400 block of S Hoyne Ave,41.77736,-87.6766257,1,4:50 PM
2025947,2021-06-05,8300 block of Punto Alto Dr,39.6457384,-86.1153612,1,7:30 PM
2025960,2021-06-05,14500 block of Colpaert Dr,42.5309011,-82.9772236,1,N/A
2025975,2021-06-05,232 Roebuck Plaza Dr,33.59071580000001,-86.70221509999999,2,9:00 PM
2025980,2021-06-05,S Thorne Ave,36.3312356,-93.4385334,1,8:00 AM
2025994,2021-06-05,86 Madison Ave,40.7228803,-74.19811399999999,1,4:25 AM
2026013,2021-06-05,Martin Luther King Dr and Stegman St,40.7055748,-74.0853301,1,10:05 PM
2026028,2021-06-05,532 W Lehigh Ave,39.9920759,-75.1418158,1,5:30 AM
2026036,2021-06-05,2500 block of 3rd St,31.3019394,-92.4339456,1,2:20 AM
2026043,2021-06-05,1100 block of Barbara Ann Dr,32.2698095,-90.2419833,1,1:30 AM
2026097,2021-06-05,106th Ave NE,48.1748876,-122.085569,1,4:00 AM
2026205,2021-06-05,Floyd Hampton Rd and Great Belt Dr,32.5600522,-97.3863754,1,8:45 PM
2026233,2021-06-05,1957 Brandywine Rd,26.7283584,-80.09281159999999,1,3:45 AM
2026310,2021-06-05,6100 block of Edgewood Ave,44.9455202,-92.9821319,1,10:45 AM
2026341,2021-06-05,5900 NW 64th St,29.2537211,-82.2170802,1,3:45 PM
2026345,2021-06-05,3132 Cypress Mill Rd,31.191808,-81.470339,1,11:24 PM
2026392,2021-06-05,800 block of W Emil St,26.2103724,-98.191719,2,11:15 PM
2026400,2021-06-05,3900 block of Don Tomaso Dr,34.0052825,-118.3407972,1,10:45 AM
2026416,2021-06-05,2700 block of 19th St,42.2361827,-89.0588271,1,N/A
2026441,2021-06-05,303 Fort Lee Rd,40.8708476,-74.0151795,1,4:30 PM
2026443,2021-06-05,10560 S Magnolia Ave,33.8092918,-117.9757173,1,2:30 AM
2026445,2021-06-05,Birdie Rd and US-19,33.31930990000001,-84.28951359999999,1,1:00 AM
2026495,2021-06-05,900 block of N Broadway,39.4494439,-84.2046039,1,7:00 PM
2026497,2021-06-05,3400 8th Ave,32.4951134,-84.98242739999999,1,10:00 PM
2026553,2021-06-05,Pine Dr,34.2170766,-82.1473758,1,N/A
2026590,2021-06-05,700 block of S Caldwell Ave,35.6533474,-81.21571759999999,1,10:45 AM
2026625,2021-06-05,1800 block of Windsor Dr,35.93842679999999,-77.76570389999999,1,8:30 PM
2026879,2021-06-05,1450 block of Oxford Meadow Dr,30.0148949,-95.4091846,1,N/A
2026886,2021-06-05,I-44 and State Hwy PP,37.186,-93.5693,2,2:00 PM
2026935,2021-06-05,3000 block of Mount Pleasant St,38.5726764,-90.2380805,1,6:50 PM
2026993,2021-06-05,1300 block of E Smith St,35.6292728,-95.9549463,1,11:00 PM
2027871,2021-06-05,7700 block of Woodland Ave,41.486865,-81.6349836,1,11:00 PM
2028005,2021-06-05,Standard Dedeaux Rd and Marie McKay Rd,30.5296124,-89.3618231,1,5:00 PM
2028271,2021-06-05,Division Ave,38.6172431,-90.151454,1,7:15 PM
2028376,2021-06-05,900 block of NW 11th Place,26.1403977,-80.1550089,2,12:30 AM
2028517,2021-06-05,32000 block of Trevor Ave,37.6160295,-122.0281719,1,3:00 AM
2029027,2021-06-05,1944 Cedar Creek Rd,35.0066476,-78.8260772,1,11:00 PM
2030556,2021-06-05,3000 block of W Lake Blvd,39.1190265,-120.1603299,1,N/A
2026123,2021-06-06,10549 SW 109th Ct,25.6718865,-80.3709614,3,2:00 AM
2026331,2021-06-06,3462 N Kenwood Ave,39.8190746,-86.16053670000001,1,10:30 AM
2026375,2021-06-06,600 block of N Beard St,40.1336988,-87.6094291,1,3:50 AM
2026384,2021-06-06,NW 1st St and NW 4th Ave,26.1231304,-80.147539,1,1:30 AM
2026386,2021-06-06,N 5th St and E Beardsley Ave,40.1261159,-88.2347889,1,5:45 PM
2026405,2021-06-06,2800 block of W Gilbert Ave,40.7227609,-89.63623969999999,1,1:00 AM
2026472,2021-06-06,330 E 26th St,40.73912300000001,-73.97837059999999,1,4:22 AM
2026521,2021-06-06,1000 block of Lawhorn Rd,34.3110581,-80.4967164,1,12:30 AM
2026530,2021-06-06,900 block of E York Ave,43.0736636,-83.6895581,2,3:00 AM
2026544,2021-06-06,1402 W Market St,34.5004948,-82.6687869,1,7:10 AM
2026546,2021-06-06,128 Swain Ave,35.0406577,-81.9728069,1,4:13 AM
2026560,2021-06-06,2610 Sherman Rd,33.887162,-98.5387793,1,1:30 AM
2026582,2021-06-06,N Wendover Rd and Ellington St,35.189383,-80.800989,1,12:30 AM
2026585,2021-06-06,1614 Standish St,35.6750085,-80.49406549999999,1,3:40 AM
2026665,2021-06-06,Coal Ave SE and Broadway Blvd SE,35.0797317,-106.6454506,1,1:30 AM
2026667,2021-06-06,7300 block of Blue Avena Ave SW,35.0477207,-106.7175899,1,1:40 AM
2026708,2021-06-06,11400 S 1300 W,40.5440645,-111.9291522,1,2:00 AM
2026710,2021-06-06,2900 block of Pine St,30.1082763,-94.1061555,1,5:23 AM
2026732,2021-06-06,2100 block of Buechel Bank Rd,38.1865657,-85.6469802,1,4:00 AM
2026740,2021-06-06,7100 block of McCracken Rd,37.5437872,-121.2686721,1,1:00 AM
2026765,2021-06-06,83 Green St,36.1525991,-86.756981,1,6:15 PM
2026796,2021-06-06,11300 block of Tolkien Ave,38.5576014,-76.9186569,1,9:30 AM
2026821,2021-06-06,3200 block of Logandale Ave,37.5044049,-77.46278,1,5:30 AM
2026823,2021-06-06,500 block of Fleet St,37.2308087,-77.4168152,1,3:00 PM
2026842,2021-06-06,Hyland Dr,29.7647207,-90.8329138,1,N/A
2026940,2021-06-06,400 block of Macdougall Dr,38.7575234,-90.2031289,1,11:00 AM
2026956,2021-06-06,11378 Hatteras St,34.175567,-118.3788281,1,2:26 PM
2027002,2021-06-06,Springside Ave,41.3342969,-72.9565741,1,4:00 AM
2027097,2021-06-06,I-195 and Alton Rd,25.8129015,-80.1358479,1,8:15 PM
2027114,2021-06-06,8775 Wellesley Lake Dr,28.5486284,-81.503062,1,11:38 PM
2027148,2021-06-06,711 Divot Ln,28.1403754,-81.4568443,3,4:30 AM
2027222,2021-06-06,200 block of Pine Bluff Rd,31.5737841,-84.0730432,1,12:45 PM
2027228,2021-06-06,68th St and Hoover St,33.9782854,-118.2870897,1,11:00 PM
2027242,2021-06-06,3315 Peachtree Rd NE,33.8457313,-84.3684404,1,2:00 PM
2027331,2021-06-06,2120 South Maple St,34.2075995,-92.022468,1,9:15 PM
2027393,2021-06-06,N/A,37.3387,-121.885,1,2:47 AM
2027412,2021-06-06,4053 SE Boise St,45.4925298,-122.6199554,4,10:45 PM
2027558,2021-06-06,1200 block of W Third St,39.74467930000001,-75.56384109999999,1,2:24 AM
2027613,2021-06-06,1200 block of 14th Ave S,36.14252159999999,-86.78927039999999,1,6:30 PM
2027696,2021-06-06,Jordan Hill Rd,42.1104257,-78.2243505,1,2:04 AM
2027752,2021-06-06,4200 block of E 124th St,41.4453097,-81.5960772,1,9:00 PM
2027859,2021-06-06,4400 block of Clark Ave,41.4700836,-81.7168765,1,3:20 AM
2027947,2021-06-06,17038 S Halsted St,41.5807248,-87.6407698,1,12:20 PM
2027966,2021-06-06,100 block of W 155th St,41.6078688,-87.6617928,1,N/A
2027980,2021-06-06,Olmito St,27.748054,-98.0619105,1,2:30 PM
2028491,2021-06-06,1400 block of N Jersey St,39.7386046,-104.9192633,1,N/A
2028565,2021-06-06,E Pine St and N Utica Ave,36.1770298,-95.967173,1,1:00 PM
2028822,2021-06-06,13631 TX-36,29.3953381,-95.8316751,1,11:45 PM
2028953,2021-06-06,8001 Brownstone Rd,31.9192484,-102.2857662,1,8:09 PM
2029492,2021-06-06,1700 S Main St,26.6680228,-80.6711954,1,9:30 PM
2029761,2021-06-06,1325 N Franklin St,32.558694,-82.9115757,1,3:00 AM
2030790,2021-06-06,W Boone St and S Curryer St,34.946753,-120.441552,1,10:00 PM
2049124,2021-06-06,400 block of Winston 8 Ranch Rd,31.4001747,-94.7207793,1,11:33 AM
2026228,2021-06-06,1st Ave SW and 3rd St SW,44.0204496,-92.4645165,1,2:30 AM
2026297,2021-06-06,2490 S Shore Dr,30.434414,-88.9865916,3,3:47 AM
2026304,2021-06-06,200 block of S 2nd St,30.493886,-92.4162902,1,12:39 AM
2026360,2021-06-06,I-10,30.2521985,-92.0340737,1,5:30 AM
2026475,2021-06-06,Tiebout Ave and E Fordham Rd,40.8620701,-73.8948047,1,2:15 AM
2026528,2021-06-06,2500 block of Glenwood Ave,41.0751746,-80.67534599999999,1,1:45 PM
2026699,2021-06-06,1700 block of 68th Ave,40.0571303,-75.14587139999999,1,4:39 PM
2026713,2021-06-06,1354 N General Dr,40.7987653,-111.9477079,1,1:40 AM
2026730,2021-06-06,2928 W Kentucky St,38.2436308,-85.80244379999999,1,1:30 AM
2026906,2021-06-06,N Tucker Blvd and Biddle St,38.6373405,-90.1947981,1,2:30 PM
2027006,2021-06-06,Hamden Park Dr,41.3407952,-72.9329939,1,3:15 AM
2027063,2021-06-06,1350 N Dixie Hwy,26.3633771,-80.08489879999999,1,1:45 PM
